tradeItemID;globalTradeNumber;descriptionShort;descriptionOfTradeItem;netContent;netContentUOM;tradeItemPrice;tradeItemPriceCurrency;tradeItemPriceUOM;iconId;productCategoryID
6317;;Erdnuss;Kurzbeschreibung;100;g ;0,69;€;0,14;;Nüsse, Samen und Ölfrüchte
6318;;Erdnuss-Flips;Kurzbeschreibung;250;g ;1,29;€;0,65;;Salzige Snacks/Chips
6319;;Erdnuss, geröstet;Kurzbeschreibung;100;g ;0,69;€;0,69;;Nüsse, Samen und Ölfrüchte
6320;;Erdnussbutter;Kurzbeschreibung;200;g ;0,69;€;0,69;;Süssigkeiten/Konfitüren und süsse Brotaufstriche
6321;;Erdnussöl;Kurzbeschreibung;375;g ;0,79;€;0,4;;Fette und Öle/Öle
6322;;Espresso crème, ungezuckert;Kurzbeschreibung;120;g ;0,89;€;0,74;;Alkoholfreie Getränke/Kaffee
6323;;Essig;Kurzbeschreibung;100;ml;0,69;€;1,38;;Verschiedenes/Salz, Gewürze und Aromen
6324;;Essig-Öl-Salatsauce (mit Rapsöl);Kurzbeschreibung;250;ml;2,49;€;3,74;;Fette und Öle/Salatsaucen
6325;;Feige, getrocknet;Kurzbeschreibung;100;ml;1,99;€;0,4;;Früchte/Früchte getrocknet
6326;;Feige, roh;Kurzbeschreibung;200;g ;1,98;€;0,99;;Früchte/Früchte frisch
6327;;Felche, roh;Kurzbeschreibung;375;g ;3,49;€;3,49;;Fisch/Süsswasserfische
6328;;Fenchel, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;120;g ;3,49;€;3,49;;Gemüse/Gemüse gekocht (inkl. Konserven)
6329;;Fenchel, roh;Kurzbeschreibung;100;g ;2,49;€;1,25;;Gemüse/Gemüse frisch
6330;;Fisch (Durchschnitt), Filet, gedämpft (ohne Zusatz von Fett und Salz);Kurzbeschreibung;250;g ;0,98;€;0,82;;Fisch
6331;;Fisch (Durchschnitt), roh ;Kurzbeschreibung;100;g ;0,98;€;1,96;;"Fisch/Süsswasserfische;Fisch/Meeresfische"
6332;;Fischstäbchen (paniert und vorfritiert), gebraten in HOLL-Rapsöl;Kurzbeschreibung;200;g ;0,98;€;1,47;;Fisch/Meeresfische
6333;;Fischstäbchen (paniert und vorfritiert), im Ofen gebacken (ohne Zugabe von Fett);Kurzbeschreibung;375;g ;7,99;€;1,6;;Fisch/Meeresfische
6334;;Fischstäbchen, paniert und vorfritiert;Kurzbeschreibung;120;g ;1,39;€;0,7;;Fisch/Meeresfische
6335;;Flammenkuchen, gebacken;Kurzbeschreibung;100;g ;1,49;€;1,49;;Gerichte/Kuchen und Gratins
6336;;Fleisch (Durchschnitt exkl. Innereien), roh ;Kurzbeschreibung;250;g ;0,77;€;0,39;;"Fleisch und Innereien/Kalb;Fleisch und Innereien/Geflügel;Fleisch und Innereien/Lamm, Schaf;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein;Fleisch und Innereien/Wild"
6337;;Fleischkäse;Kurzbeschreibung;100;g ;0,39;€;0,33;;Fleisch- und Wurstwaren/Brühwurstware
6338;;Fleischlasagne, zubereitet;Kurzbeschreibung;200;g ;1,1;€;2,2;;Gerichte/Italienische Gerichte
6339;;Flunder, Filet, gedämpft (ohne Zusatz von Fett und Salz);Kurzbeschreibung;375;g ;1,49;€;2,24;;Fisch/Meeresfische
6340;;Flunder, roh;Kurzbeschreibung;120;g ;0,69;€;0,14;;Fisch/Meeresfische
6341;;Fondue alkoholfrei, zubereitet;Kurzbeschreibung;100;g ;0,69;€;0,35;;Gerichte/Sonstige salzige/rezente Gerichte
6342;;Fondue klassisch, zubereitet;Kurzbeschreibung;250;g ;5,99;€;5,99;;Gerichte/Sonstige salzige/rezente Gerichte
6343;;Fondue moitié-moitié, zubereitet;Kurzbeschreibung;100;g ;0,99;€;0,99;;Gerichte/Sonstige salzige/rezente Gerichte
6344;;Forelle, ganz, gekocht (ohne Zusatz von Fett und Salz);Kurzbeschreibung;200;g ;0,69;€;0,35;;Fisch/Süsswasserfische
6345;;Forelle, roh;Kurzbeschreibung;375;g ;1,49;€;1,24;;Fisch/Süsswasserfische
6346;;Fotzelschnitte ungezuckert;Kurzbeschreibung;120;g ;0,69;€;1,38;;Gerichte/Sonstige süsse Gerichte
6347;;Freiburger Vacherin;Kurzbeschreibung;100;g ;0,79;€;1,19;;Milch und Milchprodukte/Hartkäse
6348;;Frischkäse, Doppelrahm;Kurzbeschreibung;250;g ;0,69;€;0,14;;Milch und Milchprodukte/Frischkäse und Quark
6349;;Früchte (Durchschnitt), gekocht (ohne Zugabe von Zucker);Kurzbeschreibung;100;g ;1,29;€;0,65;;Früchte/Früchte gekocht (inkl. Konserven)
6350;;Früchte (Durchschnitt), getrocknet;Kurzbeschreibung;200;g ;0,69;€;1,38;;Früchte/Früchte getrocknet
6351;;Früchte (Durchschnitt), roh;Kurzbeschreibung;375;g ;0,69;€;1,04;;Früchte/Früchte frisch
6352;;Fruchtsaft-Schorle (Durchschnitt, 60% Saft - 40% Wasser), ungezuckert;Kurzbeschreibung;120;g ;0,79;€;0,16;;Alkoholfreie Getränke/Frucht- und Gemüsesäfte
6353;;Fruchtsaft (Durchschnitt), ungezuckert;Kurzbeschreibung;100;g ;0,89;€;0,45;;"Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte"
6354;;Fruchtsalat, gezuckert (Konserve);Kurzbeschreibung;250;ml;0,69;€;0,69;;Früchte/Früchte gekocht (inkl. Konserven)
6355;;Fruchtsalat, ungezuckert (Konserve);Kurzbeschreibung;100;g ;2,49;€;2,49;;Früchte/Früchte gekocht (inkl. Konserven)
6356;;Fruchtwähe/-kuchen (Durchschnitt);Kurzbeschreibung;200;g ;1,99;€;1;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6357;;Fruchtwähe/-kuchen mit Blätterteig (Durchschnitt);Kurzbeschreibung;375;g ;1,98;€;1,65;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6358;;Fruchtwähe/-kuchen mit Kuchenteig (Durchschnitt);Kurzbeschreibung;120;ml;3,49;€;6,98;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
136;;Fruchtwähe/-kuchen mit süssem Mürbeteig (Durchschnitt);Kurzbeschreibung;100;g ;3,49;€;5,24;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6359;;Fünfkornbier;Kurzbeschreibung;250;ml;2,49;€;0,5;;Alkoholhaltige Getränke/Bier
6360;;Garnele, gekocht;Kurzbeschreibung;100;g ;0,98;€;0,49;;Fisch/Meeresfrüchte, Krusten- und Schalentiere
6361;;Garnele, roh;Kurzbeschreibung;200;g ;0,98;€;0,98;;Fisch/Meeresfrüchte, Krusten- und Schalentiere
6362;;Geflügelfleisch (Durchschnitt exkl. Innereien), roh;Kurzbeschreibung;375;ml;0,98;€;0,98;;Fleisch und Innereien/Geflügel
6363;;Geflügelfleisch mit Haut (Durchschnitt), roh;Kurzbeschreibung;120;ml;7,99;€;4;;Fleisch und Innereien/Geflügel
111;;Geflügelfleisch ohne Haut (Durchschnitt exkl. Innereien), roh;Kurzbeschreibung;100;ml;1,39;€;1,16;;Fleisch und Innereien/Geflügel
6364;;Geflügellyoner;Kurzbeschreibung;250;ml;1,49;€;2,98;;Fleisch- und Wurstwaren/Brühwurstware
112;;Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), gebraten (ohne Zusatz von Fett und Salz);Kurzbeschreibung;100;ml;0,77;€;1,16;;Fleisch und Innereien
6365;;Gehacktes (Durchschnitt aus Rind, Kalb, Schwein, Poulet), roh;Kurzbeschreibung;200;ml;0,39;€;0,08;;"Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein;Fleisch und Innereien/Geflügel"
6366;;Gemüse (Durchschnitt), roh;Kurzbeschreibung;375;ml;1,1;€;0,55;;Gemüse/Gemüse frisch
110;;Gemüsegratin, gebacken;Kurzbeschreibung;120;ml;1,49;€;1,49;;Gerichte/Kuchen und Gratins
6367;;Gemüselasagne, zubereitet;Kurzbeschreibung;100;ml;0,69;€;0,69;;Gerichte/Italienische Gerichte
6368;;Gerstenflocken;Kurzbeschreibung;250;ml;0,69;€;0,35;;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime
6369;;Gerstenflocken, Vollkorn;Kurzbeschreibung;100;ml;5,99;€;4,99;;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime
6371;;Gerstotto, gekocht;Kurzbeschreibung;200;g ;0,99;€;1,98;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte
6370;;Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), gebraten (ohne Zusatz von Fett und Salz);Kurzbeschreibung;375;g ;0,69;€;1,04;;Fleisch und Innereien
6372;;Geschnetzeltes (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh;Kurzbeschreibung;120;ml;1,49;€;0,3;;"Fleisch und Innereien/Kalb;Fleisch und Innereien/Schwein;Fleisch und Innereien/Rind;Fleisch und Innereien/Geflügel"
138;;Getreideflocken (Durchschnitt);Kurzbeschreibung;100;g ;0,69;€;0,35;;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime
6373;;Gipfeli (Durchschnitt);Kurzbeschreibung;250;g ;0,79;€;0,79;;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren
6374;;Glarner Schabziger;Kurzbeschreibung;100;g ;0,69;€;0,69;;Milch und Milchprodukte/Frischkäse und Quark
6375;;Gorgonzola;Kurzbeschreibung;200;g ;1,29;€;0,65;;Milch und Milchprodukte/Hartkäse
6376;;Grapefruit, roh;Kurzbeschreibung;375;g ;0,69;€;0,58;;Früchte/Früchte frisch
6377;;Greyerzer, vollfett;Kurzbeschreibung;120;g ;0,69;€;1,38;;Milch und Milchprodukte/Hartkäse
6378;;Griessbrei, zubereitet (mit teilentrahmter Milch);Kurzbeschreibung;100;g ;0,79;€;1,19;;Süssigkeiten/Cremen und Pudding
6379;;Griessbrei, zubereitet (mit Vollmilch);Kurzbeschreibung;250;g ;0,89;€;0,18;;Süssigkeiten/Cremen und Pudding
6380;;Griessschnitte, zubereitet (mit teilentrahmter Milch);Kurzbeschreibung;100;g ;0,69;€;0,35;;Gerichte/Sonstige salzige/rezente Gerichte
6381;;Griessschnitte, zubereitet (mit Vollmilch);Kurzbeschreibung;200;ml;2,49;€;4,98;;Gerichte/Sonstige salzige/rezente Gerichte
6382;;Grittibänz;Kurzbeschreibung;375;ml;1,99;€;2,99;;Süssigkeiten/Sonstige süsse Backwaren
131;;Gugelhopf Grossmutter Art;Kurzbeschreibung;120;g ;1,98;€;0,4;;Süssigkeiten/Kuchen, Torten und Cake
6383;;Gulaschsuppe;Kurzbeschreibung;100;ml;3,49;€;1,75;;Gerichte/Eintöpfe und Suppen
6384;;Gummibonbon mit Fruchtessenz;Kurzbeschreibung;250;g ;3,49;€;3,49;;Süssigkeiten/Bonbons, Frucht- und Kaugummi
6390;;Gurke, in Essig eingelegt;Kurzbeschreibung;100;g ;2,49;€;2,49;;Gemüse/Gemüse gekocht (inkl. Konserven)
6385;;Gurke, roh;Kurzbeschreibung;200;g ;0,98;€;0,49;;Gemüse/Gemüse frisch
6386;;Hackbraten, im Ofen gebacken;Kurzbeschreibung;375;g ;0,98;€;0,82;;Gerichte/Sonstige salzige/rezente Gerichte
6387;;Hackplätzli (Rind), gebraten in Rapsöl HOLL;Kurzbeschreibung;120;g ;0,98;€;1,96;;Fleisch und Innereien/Rind
6388;;Haferbrei, zubereitet (mit teilentrahmter Milch);Kurzbeschreibung;100;g ;7,99;€;11,99;;Süssigkeiten/Cremen und Pudding
6389;;Haferbrei, zubereitet (mit Vollmilch);Kurzbeschreibung;250;g ;1,39;€;0,28;;Süssigkeiten/Cremen und Pudding
6391;;Haferflocken;Kurzbeschreibung;100;g ;1,49;€;0,75;;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime
6392;;Haferkleie;Kurzbeschreibung;200;g ;0,77;€;0,77;;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime
6393;;Halbfettbutter;Kurzbeschreibung;375;g ;0,39;€;0,39;;"Fette und Öle/Fette;Milch und Milchprodukte/Rahm und Butter"
6394;;Halbrahm, pasteurisiert;Kurzbeschreibung;120;g ;1,49;€;0,75;;"Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter"
6395;;Halbrahm, UHT;Kurzbeschreibung;100;ml;0,69;€;0,58;;"Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter"
6397;;Halbweissbrot;Kurzbeschreibung;250;ml;0,69;€;1,38;;Brote, Flocken und Frühstückscerealien/Brote und Brotwaren
6396;;Hart- und Halbhartkäse, vollfett (Durchschnitt);Kurzbeschreibung;100;g ;5,99;€;8,99;;Milch und Milchprodukte/Hartkäse
6398;;Hartkaramellen, Hartbonbons;Kurzbeschreibung;200;g ;0,99;€;0,2;;Süssigkeiten/Bonbons, Frucht- und Kaugummi
6399;;Hartweizengriess, trocken;Kurzbeschreibung;375;g ;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte
6400;;Hase (Durchschnitt), roh;Kurzbeschreibung;120;g ;1,49;€;1,49;;Fleisch und Innereien/Sonstige Tierarten
6401;;Haselnuss;Kurzbeschreibung;100;g ;0,69;€;0,69;;Nüsse, Samen und Ölfrüchte
6402;;Haselnuss-Schokolade-Brotaufstrich;Kurzbeschreibung;250;g ;0,79;€;0,4;;Süssigkeiten/Konfitüren und süsse Brotaufstriche
5118;;Haselnusskekse;Kurzbeschreibung;100;g ;0,69;€;0,58;;Süssigkeiten/Guetzli
6403;;Haselnussmakrone;Kurzbeschreibung;200;g ;1,29;€;2,58;;Süssigkeiten/Guetzli
6404;;Haselnussstängeli;Kurzbeschreibung;375;g ;0,69;€;1,04;;Süssigkeiten/Guetzli
6405;;Hecht, roh;Kurzbeschreibung;120;g ;0,69;€;0,14;;Fisch/Süsswasserfische
6406;;Hefeteig (mit Butter), süss, ungebacken;Kurzbeschreibung;100;g ;0,79;€;0,4;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige
6407;;Hefeteig (mit pflanzlichem Fett), süss, ungebacken;Kurzbeschreibung;250;g ;0,89;€;0,89;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige
6408;;Heidelbeere, roh;Kurzbeschreibung;100;g ;0,69;€;0,69;;Früchte/Früchte frisch
6409;;Heilbutt, roh;Kurzbeschreibung;200;g ;2,49;€;1,25;;Fisch/Meeresfische
5119;;Himbeere, roh;Kurzbeschreibung;375;g ;1,99;€;1,66;;Früchte/Früchte frisch
6410;;Hinterschinken;Kurzbeschreibung;120;g ;1,98;€;3,96;;Fleisch- und Wurstwaren/Kochwurstware
6411;;Hirsch (Durchschnitt), roh;Kurzbeschreibung;100;g ;3,49;€;5,24;;Fleisch und Innereien/Wild
6412;;Hirsch, Entrecôte, roh;Kurzbeschreibung;250;g ;3,49;€;0,7;;Fleisch und Innereien/Wild
6413;;Hirse, Korn geschält;Kurzbeschreibung;100;g ;2,49;€;1,25;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte
6414;;Hirseflocken, Vollkorn;Kurzbeschreibung;200;g ;0,98;€;1,96;;Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime
6415;;Hirsotto, gekocht;Kurzbeschreibung;375;g ;0,98;€;1,47;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte
6416;;Hollandaisesauce;Kurzbeschreibung;120;g ;0,98;€;0,2;;Verschiedenes/Saucen
120;;Holunderbeere, schwarz, roh;Kurzbeschreibung;100;ml;7,99;€;4;;Früchte/Früchte frisch
6417;;Honig (Blütenhonig);Kurzbeschreibung;250;g ;1,39;€;1,39;;Süssigkeiten/Konfitüren und süsse Brotaufstriche
6418;;Honigmelone, roh;Kurzbeschreibung;100;g ;1,49;€;1,49;;Früchte/Früchte frisch
6419;;Hot Dog in Weissbrot mit Ketchup und Senf;Kurzbeschreibung;200;g ;0,77;€;0,39;;Gerichte/Sonstige salzige/rezente Gerichte
6420;;Hühnerei, ganz, festgekocht;Kurzbeschreibung;375;g ;0,39;€;0,33;;Eier
6421;;Hühnerei, ganz, roh;Kurzbeschreibung;120;g ;1,1;€;2,2;;Eier
6422;;Hühnereigelb, roh (Eidotter);Kurzbeschreibung;100;g ;1,49;€;2,24;;Eier
6423;;Hühnereiweiss, roh (Eiklar);Kurzbeschreibung;250;g ;0,69;€;0,14;;Eier
6424;;Hülsenfrüchte (Durchschnitt), gekocht (ohne Zugabe von Fett und Salz);Kurzbeschreibung;100;g ;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
6425;;Hülsenfrüchte (Durchschnitt), getrocknet;Kurzbeschreibung;200;g ;5,99;€;5,99;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte
6426;;Hüttenkäse, nature;Kurzbeschreibung;375;g ;0,99;€;0,99;;Milch und Milchprodukte/Frischkäse und Quark
6427;;Instant-Kartoffelstock, zubereitet (mit Wasser und Butter);Kurzbeschreibung;120;g ;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6428;;Jägersauce;Kurzbeschreibung;100;g ;1,49;€;1,24;;Verschiedenes/Saucen
6429;;Joghurt-Salatsauce (ohne Öl);Kurzbeschreibung;250;g ;0,69;€;1,38;;Fette und Öle/Salatsaucen
6430;;Joghurt Bifidus, nature;Kurzbeschreibung;100;g ;0,79;€;1,19;;Milch und Milchprodukte/Joghurt und Sauermilch
6431;;Joghurt gezuckert (Durchschnitt);Kurzbeschreibung;200;g ;0,69;€;0,14;;Milch und Milchprodukte/Joghurt und Sauermilch
6432;;Joghurt mit Aroma, mager, mit Süssstoffen;Kurzbeschreibung;375;g ;1,29;€;0,65;;Milch und Milchprodukte/Joghurt und Sauermilch
6433;;Joghurt mit Früchten, mager, mit Süssstoffen;Kurzbeschreibung;120;g ;0,69;€;0,69;;Milch und Milchprodukte/Joghurt und Sauermilch
6434;;Joghurt, Erdbeer;Kurzbeschreibung;100;g ;0,69;€;0,69;;Milch und Milchprodukte/Joghurt und Sauermilch
6435;;Joghurt, Haselnuss;Kurzbeschreibung;250;g ;0,79;€;0,4;;Milch und Milchprodukte/Joghurt und Sauermilch
6436;;Joghurt, Mokka;Kurzbeschreibung;100;g ;0,89;€;0,74;;Milch und Milchprodukte/Joghurt und Sauermilch
6437;;Joghurt, Mokka, Bio;Kurzbeschreibung;200;g ;0,69;€;1,38;;Milch und Milchprodukte/Joghurt und Sauermilch
6438;;Joghurt, nature;Kurzbeschreibung;375;g ;2,49;€;3,74;;Milch und Milchprodukte/Joghurt und Sauermilch
6439;;Joghurt, nature, mager;Kurzbeschreibung;120;g ;1,99;€;0,4;;Milch und Milchprodukte/Joghurt und Sauermilch
6440;;Joghurt, Schokolade;Kurzbeschreibung;100;g ;1,98;€;0,99;;Milch und Milchprodukte/Joghurt und Sauermilch
6441;;Joghurt, Vanille;Kurzbeschreibung;250;g ;3,49;€;3,49;;Milch und Milchprodukte/Joghurt und Sauermilch
6442;;Johannisbeere, rot, roh;Kurzbeschreibung;100;g ;3,49;€;3,49;;Früchte/Früchte frisch
6443;;Johannisbeere, schwarz, roh;Kurzbeschreibung;200;g ;2,49;€;1,25;;Früchte/Früchte frisch
6444;;Johannisbeerkuchen, gebacken (mit Blätterteig);Kurzbeschreibung;375;g ;0,98;€;0,82;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6445;;Johannisbeerkuchen, gebacken (mit Kuchenteig);Kurzbeschreibung;120;g ;0,98;€;1,96;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6446;;Johannisbeerkuchen, gebacken (mit süssem Mürbeteig);Kurzbeschreibung;100;g ;0,98;€;1,47;;"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins"
6447;;Kaffee löslich, Pulver;Kurzbeschreibung;250;ml;7,99;€;1,6;;Alkoholfreie Getränke/Kaffee
6448;;Kaffee, schwarz, ungezuckert;Kurzbeschreibung;100;g ;1,39;€;0,7;;Alkoholfreie Getränke/Kaffee
6449;;Kaffeerahm;Kurzbeschreibung;200;g ;1,49;€;1,49;;"Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter"
6450;;Kakaopulver;Kurzbeschreibung;375;g ;0,77;€;0,39;;"Süssigkeiten/Schokolade und Kakaoerzeugnisse;Alkoholfreie Getränke/Kakaogetränke"
6451;;Kaki, roh;Kurzbeschreibung;120;g ;0,39;€;0,33;;Früchte/Früchte frisch
6452;;Kalb, Brust, gekocht (ohne Zugabe von Fett und Salz);Kurzbeschreibung;100;g ;1,1;€;2,2;;Fleisch und Innereien/Kalb
6453;;Kalb, Brust, roh;Kurzbeschreibung;250;g ;1,49;€;2,24;;Fleisch und Innereien/Kalb
6454;;Kalb, Eckstück, roh;Kurzbeschreibung;100;g ;0,69;€;0,14;;Fleisch und Innereien/Kalb
6455;;Kalb, Filet, roh;Kurzbeschreibung;200;g ;0,69;€;0,35;;Fleisch und Innereien/Kalb
6456;;Kalb, Gehacktes, roh;Kurzbeschreibung;375;g ;5,99;€;5,99;;Fleisch und Innereien/Kalb
6457;;Kalb, Geschnetzeltes, gebraten (ohne Zugabe von Fett und Salz);Kurzbeschreibung;120;g ;0,99;€;0,99;;Fleisch und Innereien/Kalb
6458;;Kalb, Geschnetzeltes, roh;Kurzbeschreibung;100;g ;0,69;€;0,35;;Fleisch und Innereien/Kalb
6459;;Kalb, Haxe, geschmort (ohne Zugabe von Fett und Salz);Kurzbeschreibung;250;g ;1,49;€;1,24;;Fleisch und Innereien/Kalb
6460;;Kalb, Haxe, roh;Kurzbeschreibung;100;g ;0,69;€;1,38;;Fleisch und Innereien/Kalb
6461;;Kalb, Kotelett, roh;Kurzbeschreibung;200;g ;0,79;€;1,19;;Fleisch und Innereien/Kalb
6462;;Kalb, Leber, roh;Kurzbeschreibung;375;g ;0,69;€;0,14;;Fleisch und Innereien/Kalb
6463;;Kalb, Milken, roh;Kurzbeschreibung;120;g ;1,29;€;0,65;;Fleisch und Innereien/Kalb
6464;;Kalb, Niere, roh;Kurzbeschreibung;100;ml;0,69;€;1,38;;Fleisch und Innereien/Kalb
6465;;Kalb, Nierstück, Steak, gebraten (ohne Zugabe von Fett und Salz);Kurzbeschreibung;250;ml;0,69;€;1,04;;Fleisch und Innereien/Kalb
6466;;Kalb, Nierstück, Steak, roh;Kurzbeschreibung;100;ml;0,79;€;0,16;;Fleisch und Innereien/Kalb
119;;Kalb, Runder Mocken, roh;Kurzbeschreibung;200;ml;0,89;€;0,45;;Fleisch und Innereien/Kalb
6467;;Kalb, Schulter, Braten, im Ofen gebraten (ohne Zugabe von Fett und Salz);Kurzbeschreibung;375;ml;0,69;€;0,69;;Fleisch und Innereien/Kalb
6468;;Kalb, Schulter, Braten, roh;Kurzbeschreibung;120;g ;2,49;€;2,49;;Fleisch und Innereien/Kalb
6469;;Kalb, Voressen, roh;Kurzbeschreibung;100;g ;1,99;€;1;;Fleisch und Innereien/Kalb
6470;;Kalb, Zunge, roh;Kurzbeschreibung;250;g ;1,98;€;1,65;;Fleisch und Innereien/Kalb
6471;;Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett), roh;Kurzbeschreibung;100;g ;3,49;€;6,98;;Fleisch und Innereien/Kalb
6472;;Kalbsbratwurst;Kurzbeschreibung;200;g ;3,49;€;5,24;;Fleisch- und Wurstwaren/Brühwurstware
6473;;Kalbspiccata, zubereitet;Kurzbeschreibung;375;g ;2,49;€;0,5;;Gerichte/Sonstige salzige/rezente Gerichte
6474;;Kalbsplätzli, gebraten (ohne Zugabe von Fett und Salz);Kurzbeschreibung;120;g ;0,98;€;0,49;;Fleisch und Innereien/Kalb
6475;;Kalbsplätzli, gebraten in HOLL-Rapsöl;Kurzbeschreibung;100;g ;0,98;€;0,98;;Fleisch und Innereien/Kalb
6476;;Kalbsragout mit Sauce, zubereitet;Kurzbeschreibung;250;g ;0,98;€;0,98;;Gerichte/Sonstige salzige/rezente Gerichte
6477;;Kalmar, roh;Kurzbeschreibung;100;g ;7,99;€;4;;Fisch/Meeresfrüchte, Krusten- und Schalentiere
6478;;Kaninchen (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz);Kurzbeschreibung;200;g ;1,39;€;1,16;;Fleisch und Innereien/Sonstige Tierarten
6479;;Kaninchen (Durchschnitt), roh;Kurzbeschreibung;375;g ;1,49;€;2,98;;Fleisch und Innereien/Sonstige Tierarten
6480;;Kaninchen, Filet, roh;Kurzbeschreibung;120;g ;0,77;€;1,16;;Fleisch und Innereien/Sonstige Tierarten
6481;;Karotte, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;100;g ;0,39;€;0,08;;Gemüse/Gemüse gekocht (inkl. Konserven)
6482;;Karotte, roh;Kurzbeschreibung;250;g ;1,1;€;0,55;;Gemüse/Gemüse frisch
6483;;Karottensaft;Kurzbeschreibung;100;g ;1,49;€;1,49;;"Alkoholfreie Getränke/Frucht- und Gemüsesäfte;Gemüse/Gemüsesäfte"
6484;;Kartoffel, geschält, gedämpft (ohne Zugabe von Salz);Kurzbeschreibung;200;g ;0,69;€;0,69;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6486;;Kartoffel, geschält, roh;Kurzbeschreibung;375;ml;0,69;€;0,35;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6487;;Kartoffelflocken, mit Milchpulver und Salz (Instant-Kartoffelstock);Kurzbeschreibung;120;ml;5,99;€;4,99;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6485;;Kartoffelgratin dauphinois, zubereitet;Kurzbeschreibung;100;ml;0,99;€;1,98;;Gerichte/Kuchen und Gratins
6488;;Kartoffelgratin Savoyer Art, zubereitet;Kurzbeschreibung;250;ml;0,69;€;1,04;;Gerichte/Kuchen und Gratins
6489;;Kartoffelsalat mit Essig-Öl-Sauce;Kurzbeschreibung;100;ml;1,49;€;0,3;;Gerichte/Salate
6490;;Kartoffelsalat mit Mayonnaise-Joghurt-Sauce;Kurzbeschreibung;200;ml;0,69;€;0,35;;Gerichte/Salate
6491;;Kartoffelstärke;Kurzbeschreibung;375;ml;0,79;€;0,79;;"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel"
6492;;Kartoffelstock, zubereitet (mit Rahm und Butter);Kurzbeschreibung;120;ml;0,69;€;0,69;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6493;;Kartoffelstock, zubereitet (mit teilentrahmter Milch und Butter);Kurzbeschreibung;100;g ;1,29;€;0,65;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6494;;Kartoffelstock, zubereitet (mit Vollmilch und Butter);Kurzbeschreibung;250;ml;0,69;€;0,58;;Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln
6495;;Käse in Salzlake (Kuhmilch);Kurzbeschreibung;100;g ;0,69;€;1,38;;"Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse"
6496;;Käse in Salzlake (Schaf- und Ziegenmilch);Kurzbeschreibung;200;g ;0,79;€;1,19;;"Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse"
